NUM_HOLES,WIDTH,HEIGHT,TOOL_TYPES,TOOL_COUNTS,Algorithm,Cost,Time(s),Peak Memory(KB)
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",Greedy Algorithm,93.02822328899977,0.00018489999638404697,0.8984375
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",Tool-Bundled 2-Opt,141.28648380981576,0.0016173000039998442,1.1875
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",State-Aware 2-Opt,88.14360299665128,0.0034420000010868534,0.9921875
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",Held-Karp (Optimal),86.60505058427235,2.311757299998135,17210.81640625
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",Proposed Method,108.2298362850612,0.0193723000047612,51.984375
15,500,500,"['M4', 'M8']","{'M4': 9, 'M8': 6}",1-Tree Lower Bound,86.60505058427235,0.0032672000015736558,3.8359375
